,year,set,year_list,era,name,is_full_career,is_multi_year,bref_id,bref_url,league,team,nationality,player_type,nicknames,version,source,is_stats_estimate,chart_version,ignore_cache,disable_cache_cleaning,is_variable_speed_00_01,is_wotc,is_running_in_flask,load_time,warnings,positions_and_defense_string,ip,hand,accolades,icons,points,points_estimated,stats.G,stats.H,stats.R,stats.1B,stats.2B,stats.3B,stats.AB,stats.BB,stats.CS,stats.HR,stats.PA,stats.SB,stats.SF,stats.SH,stats.SO,stats.TB,stats.HBP,stats.IBB,stats.RBI,stats.age,stats.GIDP,stats.bWAR,stats.dWAR,stats.hand,stats.name,stats.type,stats.GO/AO,stats.IF/FB,stats.lg_ID,stats.is_hof,stats.bref_id,stats.team_ID,stats.year_ID,stats.bref_url,stats.accolades.H,stats.accolades.2B,stats.accolades.TB,stats.accolades.RBI,stats.accolades.mvp,stats.is_rookie,stats.positions.CF.g,stats.positions.CF.drs,stats.positions.CF.tzr,stats.positions.DH.g,stats.positions.DH.drs,stats.positions.DH.tzr,stats.positions.LF.g,stats.positions.LF.drs,stats.positions.LF.tzr,stats.positions.OF.g,stats.positions.OF.drs,stats.positions.OF.tzr,stats.hand_throw,stats.pos_season,stats.batting_avg,stats.nationality,stats.onbase_perc,stats.is_hr_leader,stats.is_sb_leader,stats.is_so_leader,stats.sprint_speed,stats.years_played,stats.award_summary,stats.slugging_perc,stats.rookie_status_year,stats.is_above_w_threshold,stats.onbase_plus_slugging,stats.is_above_hr_threshold,stats.is_above_sb_threshold,stats.is_above_so_threshold,stats.onbase_plus_slugging_plus,stats_period.type,image.edition,image.expansion,image.source.type,image.parallel,image.special_edition,image.output_folder_path,image.set_number,image.add_one_to_set_year,image.show_year_text,image.is_bordered,image.is_dark_mode,image.hide_team_logo,image.use_secondary_color,image.is_multi_colored,image.stat_highlights_type,chart.is_pitcher,chart.set,chart.is_expanded,chart.command,chart.outs,chart.sb,chart.values.PU,chart.values.SO,chart.values.GB,chart.values.FB,chart.values.BB,chart.values.1B,chart.values.1B+,chart.values.2B,chart.values.3B,chart.values.HR,chart.ranges.SO,chart.ranges.GB,chart.ranges.FB,chart.ranges.BB,chart.ranges.1B,chart.ranges.1B+,chart.ranges.2B,chart.ranges.3B,chart.ranges.HR,positions_and_defense.LF/RF,speed.speed,speed.letter,projected.PA,projected.SO,projected.BB,projected.1B,projected.2B,projected.3B,projected.HR,projected.H,projected.AB,projected.batting_avg,projected.onbase_perc,projected.slugging_perc,projected.onbase_plus_slugging,projected.onbase_plus_slugging_plus,points_breakdown.ba,points_breakdown.obp,points_breakdown.slg,points_breakdown.hr,points_breakdown.defense,points_breakdown.speed,points_breakdown.ip,points_breakdown.icons,points_breakdown.out_distribution,points_breakdown.bonus,points_breakdown.command_out_multiplier,points_breakdown.normalizer,points_breakdown.allow_negatives,points_breakdown.multi_inning_mutliplier,points_estimated_breakdown.ba,points_estimated_breakdown.obp,points_estimated_breakdown.slg,points_estimated_breakdown.hr,points_estimated_breakdown.defense,points_estimated_breakdown.speed,points_estimated_breakdown.ip,points_estimated_breakdown.icons,points_estimated_breakdown.out_distribution,points_estimated_breakdown.bonus,points_estimated_breakdown.command_out_multiplier,points_estimated_breakdown.normalizer,points_estimated_breakdown.allow_negatives,points_estimated_breakdown.multi_inning_mutliplier,stats.positions.2B.g,stats.positions.2B.drs,stats.positions.2B.tzr,stats.positions.SS.g,stats.positions.SS.drs,stats.positions.SS.tzr,chart.hr_range_start,positions_and_defense.SS,stats.positions.1B.g,stats.positions.1B.drs,stats.positions.1B.tzr,positions_and_defense.CF,stats.accolades.BB,stats.accolades.HR,stats.accolades.allstar,stats.accolades.silver_sluggers,stats.positions.3B.g,stats.positions.3B.drs,stats.positions.3B.tzr,positions_and_defense.3B,positions_and_defense.2B,stats.positions.C.g,stats.positions.C.drs,stats.positions.C.tzr,positions_and_defense.C,stats.W,stats.GS,stats.IP,stats.SV,stats.ROE,stats.whip,stats.IP/GS,stats.positions.P.g,stats.positions.P.drs,stats.positions.P.tzr,stats.PA_unknown,stats.is_sv_leader,stats.batters_faced,stats.earned_run_avg,stats.batting_avg_bip,chart.ranges.PU,positions_and_defense.STARTER,stats.accolades.SV,positions_and_defense.CLOSER,stats.positions.RF.g,stats.positions.RF.drs,stats.positions.RF.tzr,positions_and_defense.1B,stats.accolades.awards,stats.accolades.R,stats.accolades.3B,stats.accolades.WAR,stats.accolades.batting_avg,stats.accolades.onbase_perc,stats.accolades.slugging_perc,stats.accolades.onbase_plus_slugging,stats.accolades.onbase_plus_slugging_plus,stats.accolades.W,stats.accolades.CG,stats.accolades.IP,stats.accolades.SHO,stats.accolades.fip,stats.accolades.SO_p,stats.accolades.whip,stats.accolades.cyyoung,stats.accolades.win_loss_perc,stats.accolades.earned_run_avg,stats.accolades.earned_run_avg_plus,stats.accolades.strikeouts_per_nine,positions_and_defense.RELIEVER,stats.accolades.SB,stats.accolades.gold_gloves,positions_and_defense.OF,positions_and_defense.DH
71,2001,2002,[2001],STEROID ERA,Julian Tavarez,False,False,tavarju01,,MLB,CHC,NONE,Pitcher,[],3.9.1,WOTC,False,0,False,False,False,True,False,0.0,[],STARTER,6,R,"['4.52 ERA', '1.494 WHIP']",[],220,230,34.0,172.0,98.0,121.0,35.0,3.0,620.0,69.0,6.0,13.0,712.0,10.0,4.0,8.0,107.0,252.0,11.0,4.0,,28.0,21.0,-0.1,0.0,Right,Julián Tavárez,Pitcher,2.16,0.08,NL,False,tavarju01,CHC,2001.0,https://www.baseball-reference.com/players/t/tavarju01.shtml,,,,,,False,,,,,,,,,,,,,Right,,0.277,DO,0.358,False,,False,,"['1993', '1994', '1995', '1996', '1997', '1998', '1999', '2000', '2001', '2002', '2003', '2004', '2005', '2006', '2007', '2008', '2009']",,0.406,1995.0,False,0.764,False,False,False,,REGULAR,NONE,BS,EMPTY,NONE,NONE,/Users/matthewgula/Repositories/mlb_showdown_card_bot/mlb_showdown_bot/output,72,False,False,False,False,False,False,False,NONE,True,2002,True,4,15,0.0,2,3,8,2,2,2,0,1,0,0,3–5,6–13,14–15,16–17,18–19,,20,,21+,,0,C,712,98.256,89.89,119.26,42.542,0.9612,10.146,172.9092,622.11,0.2779,0.3691,0.3983,0.7674,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,6.806,0.0,171.173,0.0,0.0,0.0,33.333,0.0,23.3,0.0,1.0,1.0,False,1.0,,,,,,,26.0,,,,,,,,,,,,,,,,,,,10.0,28.0,161.1,0.0,12.0,1.494,5.5,34.0,,,,False,712.0,4.52,0.315,1–2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2001,2002,[2001],STEROID ERA,Kerry Wood,False,False,woodke02,,MLB,CHC,NONE,Pitcher,[],3.9.1,WOTC,False,0,False,False,False,True,False,0.0,[],STARTER,6,R,"['2ND IN SO/9', '4TH IN SO', '7TH IN SHUTOUTS', '8TH IN W/L%', '9TH IN ERA', '1.256 WHIP', '10TH IN FIP']",[],430,480,28.0,127.0,70.0,91.0,17.0,3.0,629.0,92.0,6.0,16.0,740.0,22.0,5.0,4.0,217.0,198.0,10.0,3.0,,24.0,5.0,3.4,0.0,Right,Kerry Wood,Pitcher,0.66,0.19,NL,False,woodke02,CHC,2001.0,https://www.baseball-reference.com/players/w/woodke02.shtml,,,,,,False,,,,,,,,,,,,,Right,,0.202,US,0.311,False,,False,,"['1998', '2000', '2001', '2002', '2003', '2004', '2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012']",,0.315,1998.0,False,0.626,False,False,True,,REGULAR,NONE,BS,EMPTY,NONE,NONE,/Users/matthewgula/Repositories/mlb_showdown_card_bot/mlb_showdown_bot/output,73,False,False,False,False,False,False,False,NONE,True,2002,True,4,16,0.0,3,7,3,3,3,1,0,0,0,0,4–10,11–13,14–16,17–19,20–24,,—,,25+,,0,C,740,205.72,119.325,98.05,18.315,0.999,10.545,127.909,620.675,0.2061,0.3341,0.2898,0.6239,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,43.004,70.802,340.531,0.0,0.0,0.0,33.333,0.0,-11.2,0.0,1.0,0.911,False,1.0,,,,,,,25.0,,,,,,,,,,,,,,,,,,,12.0,28.0,174.1,0.0,8.0,1.256,6.2,28.0,,,,False,740.0,3.36,0.277,1–3,0.0,,,,,,,,,,,,,,,,,,,['2001 NL 1 (7TH)'],['2001 NL 3.51 (10TH)'],['2001 NL 217 (4TH)'],,,['2001 NL .667 (8TH)'],['2001 NL 3.36 (9TH)'],,['2001 NL 11.203 (2ND)'],,,,,
73,2001,2002,[2001],STEROID ERA,Eric Young,False,False,younger01,,MLB,CHC,NONE,Hitter,['E.Y.'],3.9.1,WOTC,False,0,False,False,False,True,False,0.0,[],2B +2,0,R,"['6TH IN SB', '8TH IN 2B']",[],180,190,149.0,168.0,98.0,115.0,43.0,4.0,603.0,42.0,14.0,6.0,672.0,31.0,3.0,15.0,45.0,237.0,9.0,1.0,42.0,34.0,15.0,1.2,0.1,Right,Eric Young Sr.,Hitter,1.14,0.13,NL,False,younger01,CHC,2001.0,https://www.baseball-reference.com/players/y/younger01.shtml,,['2001 NL 43 (8TH)'],,,,False,,,,,,,,,,,,,Right,*4/H,0.279,US,0.333,False,False,False,,"['1992', '1993', '1994', '1995', '1996', '1997', '1998', '1999', '2000', '2001', '2002', '2003', '2004', '2005', '2006']",,0.393,1992.0,False,0.726,False,False,False,92.0,REGULAR,NONE,BS,EMPTY,NONE,NONE,/Users/matthewgula/Repositories/mlb_showdown_card_bot/mlb_showdown_bot/output,74,False,False,False,False,False,False,False,NONE,False,2002,True,10,6,0.0,0,0,4,2,3,7,1,3,0,0,—,1–4,5–6,7–9,10–16,17,18–26,—,27+,,19,A,672,90.3571,58.1871,125.121,45.4702,0.0,2.9004,173.4916,613.8129,0.2826,0.3448,0.3709,0.7157,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,21.943,88.794,6.311,-14.389,26.0,63.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,147.0,,-3.0,,,,25.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['2001 NL 31 (6TH)'],,,
74,2001,2002,[2001],STEROID ERA,Mark Buehrle,False,False,buehrma01,,MLB,CHW,NONE,Pitcher,[],3.9.1,WOTC,False,0,False,False,False,True,False,0.0,[],STARTER,7,L,"['WHIP LEADER', '4TH IN ERA', '4TH IN SHUTOUTS', '5TH IN CG', '3RD IN ERA+', '10TH IN IP', '16 WINS']",[],490,580,32.0,188.0,89.0,120.0,40.0,4.0,816.0,48.0,6.0,24.0,885.0,6.0,4.0,9.0,126.0,308.0,8.0,2.0,,22.0,23.0,6.0,0.0,Left,Mark Buehrle,Pitcher,1.03,0.17,AL,False,buehrma01,CHW,2001.0,https://www.baseball-reference.com/players/b/buehrma01.shtml,,,,,,False,,,,,,,,,,,,,Left,,0.23,US,0.279,False,,False,,"['2000', '2001', '2002', '2003', '2004', '2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012', '2013', '2014', '2015']",,0.377,2000.0,False,0.656,False,False,False,,REGULAR,NONE,BS,EMPTY,NONE,NONE,/Users/matthewgula/Repositories/mlb_showdown_card_bot/mlb_showdown_bot/output,75,False,False,False,False,False,False,False,NONE,True,2002,True,2,19,0.0,4,2,9,4,0,1,0,0,0,0,5–6,7–15,16–19,—,20–23,,—,,24+,,0,C,885,92.04,66.375,141.6,29.205,1.593,16.815,189.213,818.625,0.2311,0.2888,0.3323,0.6211,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,30.088,193.984,267.339,0.0,0.0,0.0,66.667,0.0,17.4,0.0,1.0,0.908,False,1.0,,,,,,,24.0,,,,,,,,,,,,,,,,,,,16.0,32.0,221.1,0.0,12.0,1.066,6.9,32.0,,,,False,885.0,3.29,0.245,1–4,0.0,,,,,,,,,,,,,,,,,['2001 AL 4 (5TH)'],['2001 AL 221.3 (10TH)'],['2001 AL 2 (4TH)'],,,['2001 AL 1.066 (1ST)'],,,['2001 AL 3.29 (4TH)'],['2001 AL 140 (3RD)'],,,,,,
75,2001,2002,[2001],STEROID ERA,Royce Clayton,False,False,claytro01,,MLB,CHW,NONE,Hitter,[],3.9.1,WOTC,False,0,False,False,False,True,False,0.0,[],SS +4,0,R,"['83 OPS+', '1.6 WAR']",[],240,190,135.0,114.0,62.0,80.0,21.0,4.0,433.0,33.0,7.0,9.0,485.0,10.0,7.0,9.0,72.0,170.0,3.0,2.0,60.0,31.0,16.0,1.6,1.4,Right,Royce Clayton,Hitter,1.84,0.06,AL,False,claytro01,CHW,2001.0,https://www.baseball-reference.com/players/c/claytro01.shtml,,,,,,False,,,,,,,,,,,,,Right,*6/H,0.263,US,0.315,False,False,False,,"['1991', '1992', '1993', '1994', '1995', '1996', '1997', '1998', '1999', '2000', '2001', '2002', '2003', '2004', '2005', '2006', '2007']",,0.393,1992.0,False,0.708,False,False,False,83.0,REGULAR,NONE,BS,EMPTY,NONE,NONE,/Users/matthewgula/Repositories/mlb_showdown_card_bot/mlb_showdown_bot/output,76,False,False,False,False,False,False,False,NONE,False,2002,True,9,6,0.0,0,1,4,1,3,7,1,2,0,1,1,2–5,6,7–9,10–16,17,18–19,—,20+,,18,A,485,77.0592,39.6793,82.4946,22.8745,0.0,9.1864,114.5555,445.3207,0.2572,0.318,0.3705,0.6885,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,12.267,49.0,6.079,4.623,57.2,56.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,,,,133.0,,6.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2001,2002,[2001],STEROID ERA,Joe Crede,False,False,credejo01,,MLB,CHW,NONE,Hitter,[],3.9.1,WOTC,False,0,False,False,False,True,False,0.0,[],3B +2,0,R,"['45 OPS+', '-0.4 WAR']",[],150,160,17.0,11.0,1.0,9.0,1.0,1.0,50.0,3.0,0.0,0.0,55.0,1.0,1.0,0.0,11.0,14.0,1.0,0.0,7.0,23.0,1.0,-0.4,-0.2,Right,Joe Crede,Hitter,0.88,0.12,AL,False,credejo01,CHW,2001.0,https://www.baseball-reference.com/players/c/credejo01.shtml,,,,,,True,,,,,,,,,,,,,Right,5/H,0.22,US,0.273,False,False,False,,"['2000', '2001', '2002', '2003', '2004', '2005', '2006', '2007', '2008', '2009']",,0.28,2002.0,False,0.553,False,False,False,45.0,REGULAR,NONE,BS,EMPTY,NONE,NONE,/Users/matthewgula/Repositories/mlb_showdown_card_bot/mlb_showdown_bot/output,77,False,False,False,False,False,False,False,NONE,False,2002,True,10,7,0.0,0,1,2,4,3,6,0,2,0,2,1,2–3,4–7,8–10,11–16,—,17–18,—,19+,,9,C,55,8.3193,4.7623,8.3926,2.7975,0.0,2.0854,13.2755,50.2377,0.2643,0.328,0.4445,0.7725,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,12.726,54.271,41.583,24.898,32.5,-7.0,0.0,0.0,0.0,0.0,0.85,1.0,False,1.0,,,,,,,,,,,,,,,,,15.0,,-2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2001,2002,[2001],STEROID ERA,Ray Durham,False,False,durhara01,,MLB,CHW,NONE,Hitter,[],3.9.1,WOTC,False,0,False,False,False,True,False,0.0,[],2B +3,0,S,"['5TH IN 2B', '5TH IN 3B', '10TH IN RUNS']",[],340,320,152.0,163.0,104.0,91.0,42.0,10.0,611.0,64.0,10.0,20.0,691.0,23.0,6.0,6.0,110.0,285.0,4.0,3.0,65.0,29.0,10.0,4.3,1.1,Both,Ray Durham,Hitter,0.9,0.09,AL,False,durhara01,CHW,2001.0,https://www.baseball-reference.com/players/d/durhara01.shtml,,['2001 AL 42 (5TH)'],,,,False,,,,1.0,,,,,,,,,Right,*4/HD,0.267,US,0.337,False,False,False,,"['1995', '1996', '1997', '1998', '1999', '2000', '2001', '2002', '2003', '2004', '2005', '2006', '2007', '2008']",,0.466,1995.0,False,0.804,False,False,False,106.0,REGULAR,NONE,BS,EMPTY,NONE,NONE,/Users/matthewgula/Repositories/mlb_showdown_card_bot/mlb_showdown_bot/output,78,False,False,False,False,False,False,False,NONE,False,2002,True,10,6,0.0,0,1,2,3,4,4,1,2,1,2,1,2–3,4–6,7–10,11–14,15,16–17,18,19+,,20,A,691,104.5207,71.4411,93.8323,35.147,11.6088,26.2,166.7881,619.5589,0.2692,0.3448,0.4903,0.8351,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,16.838,88.794,75.437,29.291,39.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,150.0,,6.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['2001 AL 104 (10TH)'],['2001 AL 10 (5TH)'],,,,,,,,,,,,,,,,,,,,,,,
78,2001,2002,[2001],STEROID ERA,Keith Foulke,False,False,foulkke01,,MLB,CHW,NONE,Pitcher,[],3.9.1,WOTC,False,0,False,False,False,True,False,0.0,[],CLOSER,1,R,"['3RD IN SAVES', '2.33 ERA', '0.975 WHIP']",[],240,240,72.0,57.0,21.0,46.0,7.0,1.0,287.0,22.0,1.0,3.0,322.0,3.0,1.0,4.0,75.0,75.0,8.0,1.0,,28.0,9.0,3.7,0.0,Right,Keith Foulke,Pitcher,0.65,0.26,AL,False,foulkke01,CHW,2001.0,https://www.baseball-reference.com/players/f/foulkke01.shtml,,,,,,False,,,,,,,,,,,,,Right,,0.199,US,0.274,False,,False,,"['1997', '1998', '1999', '2000', '2001', '2002', '2003', '2004', '2005', '2006', '2008']",,0.261,1997.0,False,0.535,False,False,False,,REGULAR,NONE,BS,EMPTY,NONE,NONE,/Users/matthewgula/Repositories/mlb_showdown_card_bot/mlb_showdown_bot/output,79,False,False,False,False,False,False,False,NONE,True,2002,True,4,18,0.0,5,6,3,4,1,1,0,0,0,0,6–11,12–14,15–18,19,20–26,,—,,27+,,0,C,322,78.246,29.3825,42.665,7.9695,0.4347,4.5885,55.6577,292.6175,0.1902,0.2641,0.2675,0.5316,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,24.95,87.182,131.196,0.0,0.0,0.0,0.0,0.0,-6.65,0.0,1.0,1.0,False,1.0,,,,,,,27.0,,,,,,,,,,,,,,,,,,,4.0,0.0,81.0,42.0,1.0,0.975,0.0,72.0,,,,False,322.0,2.33,0.257,1–5,,['2001 AL 42 (3RD)'],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2001,2002,[2001],STEROID ERA,Bobby Howry,False,False,howrybo01,,MLB,CHW,NONE,Pitcher,[],3.9.1,WOTC,False,0,False,False,False,True,False,0.0,[],RELIEVER,1,R,"['4.69 ERA', '1.462 WHIP']",[],10,50,69.0,85.0,41.0,56.0,14.0,4.0,305.0,30.0,2.0,11.0,346.0,4.0,3.0,4.0,64.0,140.0,4.0,9.0,,27.0,4.0,0.7,0.0,Right,Bob Howry,Pitcher,0.85,0.17,AL,False,howrybo01,CHW,2001.0,https://www.baseball-reference.com/players/h/howrybo01.shtml,,,,,,False,,,,,,,,,,,,,Right,,0.279,US,0.348,False,,False,,"['1998', '1999', '2000', '2001', '2002', '2003', '2004', '2005', '2006', '2007', '2008', '2009', '2010']",,0.459,1998.0,False,0.807,False,False,False,,REGULAR,NONE,BS,EMPTY,NONE,NONE,/Users/matthewgula/Repositories/mlb_showdown_card_bot/mlb_showdown_bot/output,80,False,False,False,False,False,False,False,NONE,True,2002,True,5,15,0.0,3,4,4,4,1,3,0,1,0,0,4–7,8–11,12–15,16,17–19,,20,,21+,,0,C,346,61.415,29.1938,67.0375,20.1112,0.3892,4.1087,91.6467,316.8062,0.2893,0.3492,0.3941,0.7433,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,0.175,9.818,37.622,0.0,0.0,0.0,0.0,0.0,-1.65,0.0,1.0,1.0,False,1.0,,,,,,,21.0,,,,,,,,,,,,,,,,,,,4.0,0.0,78.2,5.0,1.0,1.462,0.0,69.0,,,,False,346.0,4.69,0.318,1–3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
80,2001,2002,[2001],STEROID ERA,Mark Johnson,False,False,johnsma02,,MLB,CHW,NONE,Hitter,[],3.9.1,WOTC,False,0,False,False,False,True,False,0.0,[],CA +4,0,L,"['87 OPS+', '1.1 WAR']",[],150,160,61.0,43.0,21.0,31.0,6.0,1.0,173.0,23.0,1.0,5.0,211.0,2.0,3.0,10.0,31.0,66.0,2.0,1.0,18.0,25.0,5.0,1.1,0.7,Left,Mark Johnson,Hitter,0.89,0.33,AL,False,johnsma02,CHW,2001.0,https://www.baseball-reference.com/players/j/johnsma02.shtml,,,,,,False,,,,,,,,,,,,,Right,2,0.249,US,0.338,False,False,False,,"['1998', '1999', '2000', '2001', '2002', '2003', '2004', '2008']",,0.382,1999.0,False,0.72,False,False,False,87.0,REGULAR,NONE,BS,EMPTY,NONE,NONE,/Users/matthewgula/Repositories/mlb_showdown_card_bot/mlb_showdown_bot/output,81,False,False,False,False,False,False,False,NONE,False,2002,True,10,6,0.0,0,2,2,2,6,6,0,1,0,1,1–2,3–4,5–6,7–12,13–18,—,19,—,20+,,15,B,211,35.4607,28.9045,32.1969,7.1875,0.0,4.4555,43.8399,182.0955,0.2408,0.3448,0.3536,0.6984,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,6.019,88.794,-3.705,7.451,21.667,35.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,,,,,,,,,,,,,,,,,,,,,,61.0,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2001,2002,[2001],STEROID ERA,Paul Konerko,False,False,konerpa01,,MLB,CHW,NONE,Hitter,['Paulie'],3.9.1,WOTC,False,0,False,False,False,True,False,0.0,[],1B +0,0,R,"['32 HOME RUNS', '119 OPS+', '2.3 WAR']",[],210,260,156.0,164.0,92.0,97.0,35.0,0.0,582.0,54.0,0.0,32.0,650.0,1.0,5.0,0.0,89.0,295.0,9.0,6.0,99.0,25.0,17.0,2.3,-1.2,Right,Paul Konerko,Hitter,1.08,0.12,AL,False,konerpa01,CHW,2001.0,https://www.baseball-reference.com/players/k/konerpa01.shtml,,,,,,False,,,,11.0,,,,,,,,,Right,*3D/H,0.282,US,0.349,False,False,False,,"['1997', '1998', '1999', '2000', '2001', '2002', '2003', '2004', '2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012', '2013', '2014']",,0.507,1998.0,False,0.856,False,False,False,119.0,REGULAR,NONE,BS,EMPTY,NONE,NONE,/Users/matthewgula/Repositories/mlb_showdown_card_bot/mlb_showdown_bot/output,82,False,False,False,False,False,False,False,NONE,False,2002,True,10,6,0.0,0,1,3,2,3,6,0,2,0,3,1,2–4,5–6,7–9,10–15,—,16–17,—,18+,,11,C,650,98.319,56.2822,99.1848,33.0616,0.0,35.5654,167.8118,593.7178,0.2826,0.3448,0.518,0.8628,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,21.943,88.794,91.474,51.131,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,,,,,,,,,144.0,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2001,2002,[2001],STEROID ERA,Carlos Lee,False,False,leeca01,,MLB,CHW,NONE,Hitter,['El Caballo'],3.9.1,WOTC,False,0,False,False,False,True,False,0.0,[],LF/RF +1,0,R,"['102 OPS+', '1.5 WAR']",[],190,200,150.0,150.0,75.0,90.0,33.0,3.0,558.0,38.0,7.0,24.0,605.0,17.0,2.0,1.0,85.0,261.0,6.0,2.0,84.0,25.0,15.0,1.5,-0.4,Right,Carlos Lee,Hitter,0.9,0.16,AL,False,leeca01,CHW,2001.0,https://www.baseball-reference.com/players/l/leeca01.shtml,,,,,,False,,,,17.0,,,130.0,,2.0,130.0,,2.0,Right,*7D/H,0.269,PA,0.321,False,False,False,,"['1999', '2000', '2001', '2002', '2003', '2004', '2005', '2006', '2007', '2008', '2009', '2010', '2011', '2012']",,0.468,1999.0,False,0.789,False,False,False,102.0,REGULAR,NONE,BS,EMPTY,NONE,NONE,/Users/matthewgula/Repositories/mlb_showdown_card_bot/mlb_showdown_bot/output,83,False,False,False,False,False,False,False,NONE,False,2002,True,10,7,0.0,0,1,3,3,3,5,1,2,0,2,1,2–4,5–7,8–10,11–15,16,17–18,—,19+,1.0,16,B,605,91.5123,52.3857,92.3182,30.7727,0.0,22.9392,146.0301,552.6143,0.2643,0.328,0.4445,0.7725,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,12.726,54.271,41.583,24.897,24.375,42.0,0.0,0.0,0.0,0.0,0.85,1.0,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2001,2002,[2001],STEROID ERA,Sean Lowe,False,False,lowese01,,MLB,CHW,NONE,Pitcher,[],3.9.1,WOTC,False,0,False,False,False,True,False,0.0,[],RELIEVER,2,R,"['3.61 ERA', '1.22 WHIP']",[],120,150,45.0,123.0,55.0,83.0,25.0,3.0,480.0,32.0,3.0,12.0,529.0,14.0,7.0,3.0,71.0,190.0,7.0,2.0,,30.0,13.0,2.7,0.0,Right,Sean Lowe,Pitcher,1.28,0.11,AL,False,lowese01,CHW,2001.0,https://www.baseball-reference.com/players/l/lowese01.shtml,,,,,,False,,,,,,,,,,,,,Right,,0.256,US,0.308,False,,False,,"['1997', '1998', '1999', '2000', '2001', '2002', '2003']",,0.396,1999.0,False,0.704,False,False,False,,REGULAR,NONE,BS,EMPTY,NONE,NONE,/Users/matthewgula/Repositories/mlb_showdown_card_bot/mlb_showdown_bot/output,84,False,False,False,False,False,False,False,NONE,True,2002,True,4,17,0.0,3,3,7,4,0,2,0,1,0,0,4–6,7–13,14–17,—,18–19,,20,,21+,,0,C,529,73.002,29.7563,88.6075,31.6077,0.7142,7.5382,128.4677,499.2437,0.2573,0.2991,0.3688,0.6679,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,1.0,8.175,55.364,56.322,0.0,0.0,0.0,0.0,0.0,5.6,0.0,1.0,1.0,False,1.2,,,,,,,25.0,,,,,,,,,,,,,,,,,,,9.0,11.0,127.0,3.0,4.0,1.22,6.1,45.0,,,,False,529.0,3.61,0.275,1–3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
